University,Faculty,Department,City,Type,Founded_Year
minia university,Faculty of Commerce,Accounting,Minya,Public,1976.0
minia university,Faculty of Commerce,Business Administration,Minya,Public,1976.0
minia university,Faculty of Commerce,Economics,Minya,Public,1976.0
minia university,Faculty of Commerce,Statistics,Minya,Public,1976.0
minia university,Faculty of Law,Public Law,Minya,Public,1976.0
minia university,Faculty of Law,Private Law,Minya,Public,1976.0
minia university,Faculty of Law,International Law,Minya,Public,1976.0
minia university,Faculty of Law,Criminal Law,Minya,Public,1976.0
minia university,Faculty of Arts,English Language & Literature,Minya,Public,1976.0
minia university,Faculty of Arts,Arabic,Minya,Public,1976.0
minia university,Faculty of Arts,History,Minya,Public,1976.0
minia university,Faculty of Arts,Philosophy,Minya,Public,1976.0
minia university,Faculty of Arts,Psychology,Minya,Public,1976.0
minia university,Faculty of Pharmacy,Pharmaceutical Chemistry,Minya,Public,1976.0
minia university,Faculty of Pharmacy,Pharmacology,Minya,Public,1976.0
minia university,Faculty of Pharmacy,Pharmaceutics,Minya,Public,1976.0
minia university,Faculty of Pharmacy,Microbiology,Minya,Public,1976.0
minia university,Faculty of Computers and Information,Computer Science,Minya,Public,1976.0
minia university,Faculty of Computers and Information,Information Systems,Minya,Public,1976.0
minia university,Faculty of Computers and Information,Software Engineering,Minya,Public,1976.0
minia university,Faculty of Mass Communication,Journalism,Minya,Public,1976.0
minia university,Faculty of Mass Communication,Radio & TV,Minya,Public,1976.0
minia university,Faculty of Mass Communication,Public Relations,Minya,Public,1976.0
minia university,Faculty of Mass Communication,Advertising,Minya,Public,1976.0
minia university,Faculty of Nursing,Medical-Surgical Nursing,Minya,Public,1976.0
minia university,Faculty of Nursing,Pediatric Nursing,Minya,Public,1976.0
minia university,Faculty of Nursing,Psychiatric Nursing,Minya,Public,1976.0
minia university,Faculty of Physiotherapy,Orthopedics,Minya,Public,1976.0
minia university,Faculty of Physiotherapy,Neurology,Minya,Public,1976.0
minia university,Faculty of Physiotherapy,Cardiopulmonary,Minya,Public,1976.0
minia university,Faculty of Physiotherapy,Pediatrics,Minya,Public,1976.0
minia university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Minya,Public,1976.0
minia university,Faculty of Oral and Dental Medicine,Orthodontics,Minya,Public,1976.0
minia university,Faculty of Oral and Dental Medicine,Oral Surgery,Minya,Public,1976.0
minia university,Faculty of Oral and Dental Medicine,Periodontology,Minya,Public,1976.0
minia university,Faculty of Veterinary Medicine,Anatomy,Minya,Public,1976.0
minia university,Faculty of Veterinary Medicine,Physiology,Minya,Public,1976.0
minia university,Faculty of Veterinary Medicine,Pathology,Minya,Public,1976.0
minia university,Faculty of Veterinary Medicine,Surgery,Minya,Public,1976.0
minia university,Faculty of Veterinary Medicine,Public Health,Minya,Public,1976.0
minia university,Faculty of Dar El-Ulum,Islamic Studies,Minya,Public,1976.0
minia university,Faculty of Dar El-Ulum,Arabic Language,Minya,Public,1976.0
minia university,Faculty of Dar El-Ulum,Quran Sciences,Minya,Public,1976.0
minia university,Faculty of Dar El-Ulum,Theology,Minya,Public,1976.0
minia university,Faculty of Kindergarten,Early Childhood Education,Minya,Public,1976.0
minia university,Faculty of Kindergarten,Child Psychology,Minya,Public,1976.0
minia university,Faculty of Kindergarten,Curriculum Development,Minya,Public,1976.0
misr international university,Faculty of Medicine,Internal Medicine,Cairo,Private,1996.0
misr international university,Faculty of Medicine,Surgery,Cairo,Private,1996.0
misr international university,Faculty of Medicine,Pediatrics,Cairo,Private,1996.0
misr international university,Faculty of Medicine,Obstetrics & Gynecology,Cairo,Private,1996.0
misr international university,Faculty of Medicine,Pharmacology,Cairo,Private,1996.0
misr international university,Faculty of Medicine,Anatomy,Cairo,Private,1996.0
misr international university,Faculty of Engineering,Civil Engineering,Cairo,Private,1996.0
misr international university,Faculty of Engineering,Mechanical Engineering,Cairo,Private,1996.0
misr international university,Faculty of Engineering,Electrical Engineering,Cairo,Private,1996.0
misr international university,Faculty of Engineering,Architecture,Cairo,Private,1996.0
misr international university,Faculty of Engineering,Computer Engineering,Cairo,Private,1996.0
misr international university,Faculty of Science,Mathematics,Cairo,Private,1996.0
misr international university,Faculty of Science,Physics,Cairo,Private,1996.0
misr international university,Faculty of Science,Chemistry,Cairo,Private,1996.0
misr international university,Faculty of Science,Geology,Cairo,Private,1996.0
misr international university,Faculty of Science,Botany,Cairo,Private,1996.0
misr international university,Faculty of Science,Zoology,Cairo,Private,1996.0
misr international university,Faculty of Agriculture,Agronomy,Cairo,Private,1996.0
misr international university,Faculty of Agriculture,Horticulture,Cairo,Private,1996.0
misr international university,Faculty of Agriculture,Animal Production,Cairo,Private,1996.0
misr international university,Faculty of Agriculture,Soil Science,Cairo,Private,1996.0
misr international university,Faculty of Agriculture,Plant Pathology,Cairo,Private,1996.0
misr international university,Faculty of Commerce,Accounting,Cairo,Private,1996.0
misr international university,Faculty of Commerce,Business Administration,Cairo,Private,1996.0
misr international university,Faculty of Commerce,Economics,Cairo,Private,1996.0
misr international university,Faculty of Commerce,Statistics,Cairo,Private,1996.0
misr international university,Faculty of Law,Public Law,Cairo,Private,1996.0
misr international university,Faculty of Law,Private Law,Cairo,Private,1996.0
misr international university,Faculty of Law,International Law,Cairo,Private,1996.0
misr international university,Faculty of Law,Criminal Law,Cairo,Private,1996.0
misr international university,Faculty of Arts,English Language & Literature,Cairo,Private,1996.0
misr international university,Faculty of Arts,Arabic,Cairo,Private,1996.0
misr international university,Faculty of Arts,History,Cairo,Private,1996.0
misr international university,Faculty of Arts,Philosophy,Cairo,Private,1996.0
misr international university,Faculty of Arts,Psychology,Cairo,Private,1996.0
misr international university,Faculty of Pharmacy,Pharmaceutical Chemistry,Cairo,Private,1996.0
misr international university,Faculty of Pharmacy,Pharmacology,Cairo,Private,1996.0
misr international university,Faculty of Pharmacy,Pharmaceutics,Cairo,Private,1996.0
misr international university,Faculty of Pharmacy,Microbiology,Cairo,Private,1996.0
misr international university,Faculty of Computers and Information,Computer Science,Cairo,Private,1996.0
misr international university,Faculty of Computers and Information,Information Systems,Cairo,Private,1996.0
misr international university,Faculty of Computers and Information,Software Engineering,Cairo,Private,1996.0
misr international university,Faculty of Mass Communication,Journalism,Cairo,Private,1996.0
misr international university,Faculty of Mass Communication,Radio & TV,Cairo,Private,1996.0
misr international university,Faculty of Mass Communication,Public Relations,Cairo,Private,1996.0
misr international university,Faculty of Mass Communication,Advertising,Cairo,Private,1996.0
misr international university,Faculty of Nursing,Medical-Surgical Nursing,Cairo,Private,1996.0
misr international university,Faculty of Nursing,Pediatric Nursing,Cairo,Private,1996.0
misr international university,Faculty of Nursing,Psychiatric Nursing,Cairo,Private,1996.0
misr international university,Faculty of Physiotherapy,Orthopedics,Cairo,Private,1996.0
misr international university,Faculty of Physiotherapy,Neurology,Cairo,Private,1996.0
misr international university,Faculty of Physiotherapy,Cardiopulmonary,Cairo,Private,1996.0
misr international university,Faculty of Physiotherapy,Pediatrics,Cairo,Private,1996.0
misr international university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Cairo,Private,1996.0
misr international university,Faculty of Oral and Dental Medicine,Orthodontics,Cairo,Private,1996.0
misr international university,Faculty of Oral and Dental Medicine,Oral Surgery,Cairo,Private,1996.0
misr international university,Faculty of Oral and Dental Medicine,Periodontology,Cairo,Private,1996.0
misr international university,Faculty of Veterinary Medicine,Anatomy,Cairo,Private,1996.0
misr international university,Faculty of Veterinary Medicine,Physiology,Cairo,Private,1996.0
misr international university,Faculty of Veterinary Medicine,Pathology,Cairo,Private,1996.0
misr international university,Faculty of Veterinary Medicine,Surgery,Cairo,Private,1996.0
misr international university,Faculty of Veterinary Medicine,Public Health,Cairo,Private,1996.0
misr international university,Faculty of Dar El-Ulum,Islamic Studies,Cairo,Private,1996.0
misr international university,Faculty of Dar El-Ulum,Arabic Language,Cairo,Private,1996.0
misr international university,Faculty of Dar El-Ulum,Quran Sciences,Cairo,Private,1996.0
misr international university,Faculty of Dar El-Ulum,Theology,Cairo,Private,1996.0
misr international university,Faculty of Kindergarten,Early Childhood Education,Cairo,Private,1996.0
misr international university,Faculty of Kindergarten,Child Psychology,Cairo,Private,1996.0
misr international university,Faculty of Kindergarten,Curriculum Development,Cairo,Private,1996.0
misr university for science and technology,Faculty of Medicine,Internal Medicine,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Medicine,Surgery,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Medicine,Pediatrics,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Medicine,Obstetrics & Gynecology,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Medicine,Pharmacology,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Medicine,Anatomy,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Engineering,Civil Engineering,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Engineering,Mechanical Engineering,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Engineering,Electrical Engineering,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Engineering,Architecture,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Engineering,Computer Engineering,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Science,Mathematics,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Science,Physics,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Science,Chemistry,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Science,Geology,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Science,Botany,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Science,Zoology,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Agriculture,Agronomy,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Agriculture,Horticulture,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Agriculture,Animal Production,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Agriculture,Soil Science,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Agriculture,Plant Pathology,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Commerce,Accounting,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Commerce,Business Administration,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Commerce,Economics,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Commerce,Statistics,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Law,Public Law,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Law,Private Law,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Law,International Law,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Law,Criminal Law,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Arts,English Language & Literature,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Arts,Arabic,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Arts,History,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Arts,Philosophy,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Arts,Psychology,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Pharmacy,Pharmaceutical Chemistry,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Pharmacy,Pharmacology,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Pharmacy,Pharmaceutics,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Pharmacy,Microbiology,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Computers and Information,Computer Science,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Computers and Information,Information Systems,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Computers and Information,Software Engineering,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Mass Communication,Journalism,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Mass Communication,Radio & TV,6th of October City,Private,1996.0
misr university for science and technology,Faculty of Mass Communication,Public Relations,6th of October City,Private,1996.0
